Locus Tag,Start,End,Strand
Rv2606c,2933171,2934070,-
Rv2607,2934198,2934872,+
Rv2608,2935046,2936788,+
Rv2609c,2936810,2937865,-
Rv2610c,2937865,2939001,-
Rv2611c,2939012,2939962,-
Rv2612c,2939959,2940612,-
Rv2613c,2940609,2941196,-
Rv2614A,2943376,2943603,+
Rv2614c,2941189,2943267,-
Rv2615c,2943600,2944985,-
Rv2616,2945330,2945830,+
Rv2617c,2945847,2946287,-
Rv2618,2946434,2947111,+
Rv2619c,2947096,2947449,-
Rv2620c,2947462,2947887,-
Rv2621c,2947884,2948558,-
Rv2622,2948636,2949457,+
Rv2623,2949593,2950486,+
Rv2624c,2950489,2951307,-
Rv2625c,2951322,2952503,-
Rv2626c,2952562,2952993,-
Rv2627c,2953507,2954748,-
Rv2628,2955058,2955420,+
Rv2629,2955767,2956891,+
Rv2630,2956893,2957432,+
Rv2631,2957572,2958870,+
Rv2632c,2958909,2959190,-
Rv2633c,2959335,2959820,-
Rv2634c,2960105,2962441,-
Rv2635,2962470,2962712,+
Rv2636,2962713,2963390,+
Rv2637,2963586,2964242,+
Rv2638,2964405,2964851,+
Rv2639c,2965026,2965358,-
Rv2640c,2965478,2965837,-
Rv2641,2965939,2966397,+
Rv2642,2966533,2966913,+
Rv2643,2966910,2968406,+
Rv2644c,2968533,2968850,-
Rv2645,2970123,2970554,+
Rv2646,2970551,2971549,+
Rv2647,2971659,2972027,+
Rv2648,2972160,2972486,+
Rv2649,2972435,2973421,+
Rv2650c,2973795,2975234,-
Rv2651c,2975242,2975775,-
Rv2652c,2975928,2976554,-
Rv2653c,2976586,2976909,-
Rv2654c,2976989,2977234,-
Rv2655c,2977231,2978658,-
Rv2656c,2978660,2979052,-
Rv2657c,2979049,2979309,-
Rv2658c,2979326,2979688,-
Rv2659c,2979691,2980818,-
Rv2660c,2980963,2981190,-
Rv2661c,2981187,2981576,-
Rv2662,2981482,2981754,+
Rv2663,2981853,2982086,+
Rv2664,2982097,2982351,+
Rv2665,2982699,2982980,+
Rv2666,2983071,2983874,+
Rv2667,2983896,2984654,+
Rv2668,2984733,2985254,+
Rv2669,2985283,2985753,+
Rv2670c,2985731,2986840,-
Rv2671,2986839,2987615,+
Rv2672,2987682,2989268,+
Rv2673,2989291,2990592,+
Rv2674,2990706,2991116,+
Rv2675c,2991184,2991936,-
Rv2676c,2991933,2992628,-
Rv2677c,2992634,2993992,-
Rv2678c,2993989,2995062,-
Rv2679,2995115,2995945,+
Rv2680,2996105,2996737,+
Rv2681,2996739,2998055,+
Rv2682c,2998052,2999968,-
Rv2683,3000112,3000609,+
Rv2684,3000614,3001903,+
Rv2685,3001983,3003269,+
Rv2686c,3003280,3004038,-
Rv2687c,3004035,3004748,-
Rv2688c,3004745,3005650,-
Rv2689c,3005845,3007062,-
Rv2690c,3007236,3009209,-
Rv2691,3009344,3010027,+
Rv2692,3010024,3010686,+
Rv2693c,3010697,3011368,-
Rv2694c,3011399,3011767,-
Rv2695,3011952,3011969,+
Rv2696c,3012829,3013608,-
Rv2697c,3013683,3014147,-
Rv2698,3014173,3014658,+
Rv2699c,3014663,3014965,-
Rv2700,3015203,3015853,+
Rv2701c,3015863,3016735,-
Rv2702,3016858,3017655,+
Rv2703,3017835,3019421,+
Rv2704,3019458,3019886,+
Rv2705c,3019814,3020203,-
Rv2706c,3020200,3020457,-
Rv2707,3020573,3021547,+
Rv2708c,3021548,3021796,-
Rv2709,3021839,3022285,+
Rv2710,3022461,3023432,+
Rv2711,3023565,3024257,+
Rv2712c,3024270,3025328,-
Rv2713,3025441,3026847,+
Rv2714,3027065,3028039,+
Rv2715,3028098,3029123,+
Rv2716,3029172,3029858,+
Rv2717c,3029867,3030361,-
Rv2718c,3030413,3030877,-
Rv2719c,3031040,3031537,-
Rv2720,3031845,3032498,+
Rv2721c,3032520,3034619,-
Rv2722,3034635,3034883,+
Rv2723,3034909,3036102,+
Rv2724c,3036131,3037291,-
Rv2725c,3037427,3038914,-
Rv2726c,3038931,3039800,-
Rv2727c,3039825,3040769,-
Rv2728c,3040766,3041461,-
Rv2729c,3041570,3042475,-
Rv2730,3042542,3043018,+
Rv2731,3043026,3044378,+
Rv2732c,3044375,3044989,-
Rv2733c,3044986,3046524,-
Rv2734,3046821,3047675,+
Rv2735c,3047560,3048552,-
Rv2736c,3048562,3049086,-
Rv2737A,3051619,3051792,+
Rv2737c,3049052,3051424,-
Rv2738c,3051806,3052012,-
Rv2739c,3052023,3053189,-
Rv2740,3053233,3053682,+
Rv2741,3053914,3055491,+
Rv2742c,3055515,3056348,-
Rv2743c,3056420,3057232,-
Rv2744c,3057251,3058063,-
Rv2745c,3058193,3058531,-
Rv2746c,3058602,3059231,-
Rv2747,3059262,3059786,+
Rv2748c,3059855,3062506,-
Rv2749,3062505,3062819,+
Rv2750,3062816,3063634,+
Rv2751,3063638,3064528,+
Rv2752c,3064515,3066191,-
Rv2753c,3066222,3067124,-
Rv2754c,3067193,3067945,-
Rv2755c,3068189,3068464,-
Rv2756c,3068461,3070083,-
Rv2757c,3070170,3070586,-
Rv2758c,3070583,3070849,-
Rv2759c,3070875,3071270,-
Rv2760c,3071267,3071536,-
Rv2761c,3071546,3072640,-
Rv2762c,3072637,3073056,-
Rv2763c,3073130,3073609,-
Rv2764c,3073680,3074471,-
Rv2765,3074636,3075373,+
Rv2766c,3075588,3076370,-
Rv2767c,3076367,3076720,-
Rv2768c,3076894,3078078,-
Rv2769c,3078158,3078985,-
Rv2770c,3079309,3080457,-
Rv2771c,3080581,3081033,-
Rv2772c,3081119,3081592,-
Rv2773c,3081604,3082341,-
Rv2774c,3082352,3082756,-
Rv2775,3082909,3083370,+
Rv2776c,3083374,3084303,-
Rv2777c,3084485,3085555,-
Rv2778c,3085713,3086183,-
Rv2779c,3086215,3086754,-
Rv2780,3086820,3087935,+
Rv2781c,3087950,3088984,-
Rv2782c,3089045,3090361,-
Rv2783c,3090339,3092597,-
Rv2784c,3092951,3093466,-
Rv2785c,3093479,3093748,-
Rv2786c,3093905,3094900,-
Rv2787,3096089,3096112,+
Rv2788,3096959,3097645,+
Rv2789c,3097706,3098938,-
Rv2790c,3098964,3100169,-
Rv2791c,3100202,3101581,-
Rv2792c,3101581,3102162,-
Rv2793c,3102364,3103260,-
Rv2794c,3103257,3103940,-
Rv2795c,3103937,3104911,-
Rv2796c,3105056,3105619,-
Rv2797c,3105619,3107307,-
Rv2798c,3107311,3107637,-
Rv2799,3107768,3108397,+
Rv2800,3108416,3110065,+
Rv2801c,3110167,3110523,-
Rv2802c,3110780,3111823,-
Rv2803,3111822,3112289,+
Rv2804c,3112465,3113094,-
Rv2805,3112867,3113271,+
Rv2806,3113268,3113459,+
Rv2807,3113658,3114812,+
Rv2808,3115046,3115303,+
Rv2809,3115408,3115719,+
Rv2810c,3115741,3116142,-
Rv2811,3116139,3116747,+
Rv2812,3116818,3118227,+
Rv2813,3118224,3119036,+
Rv2814c,3120566,3121504,-
Rv2815c,3121501,3121827,-
Rv2816c,3123625,3123966,-
Rv2817c,3123967,3124983,-
Rv2818c,3124996,3126144,-
Rv2819c,3126240,3127367,-
Rv2820c,3127364,3128272,-
Rv2821c,3128253,3128963,-
Rv2822c,3128973,3129347,-
Rv2823c,3129344,3131773,-
Rv2824c,3131770,3132714,-
Rv2825c,3132892,3133539,-
Rv2826c,3133709,3134593,-
Rv2827c,3134596,3135483,-
Rv2828c,3135788,3136333,-
Rv2829c,3136620,3137012,-
Rv2830c,3137009,3137224,-
Rv2831,3137271,3138020,+
Rv2832c,3138099,3139181,-
Rv2833c,3139174,3140484,-
Rv2834c,3140487,3141314,-
Rv2835c,3141311,3142222,-
Rv2836c,3142309,3143628,-
Rv2837c,3143635,3144645,-
Rv2838c,3144620,3145171,-
Rv2839c,3145171,3147873,-
Rv2840c,3147959,3148258,-
Rv2841c,3148385,3149428,-
Rv2842c,3149425,3149976,-
Rv2843,3150171,3150716,+
Rv2844,3150713,3151201,+
Rv2845c,3151202,3152950,-
Rv2846c,3153039,3154631,-
Rv2847c,3154654,3155871,-
Rv2848c,3156148,3157521,-
Rv2849c,3157521,3158144,-
Rv2850c,3158165,3160054,-
Rv2851c,3160051,3160521,-
Rv2852c,3160580,3162061,-
Rv2853,3162268,3164115,+
Rv2854,3164152,3165192,+
Rv2855,3165205,3166584,+
Rv2856,3166684,3167802,+
Rv2857c,3168583,3169359,-
Rv2858c,3169356,3170723,-
Rv2859c,3170720,3171646,-
Rv2860c,3171627,3173000,-
Rv2861c,3173160,3174017,-
Rv2862c,3174059,3174643,-
Rv2863,3174992,3175372,+
Rv2864c,3175454,3177265,-
Rv2865,3177537,3177818,+
Rv2866,3177822,3178085,+
Rv2867c,3178458,3179312,-
Rv2868c,3179368,3180531,-
Rv2869c,3180548,3181762,-
Rv2870c,3181770,3183011,-
Rv2871,3183138,3183395,+
Rv2872,3183382,3183825,+
Rv2873,3183905,3184567,+
Rv2874,3184847,3186934,+
Rv2875,3187030,3187611,+
Rv2876,3187663,3187977,+
Rv2877c,3188008,3188871,-
Rv2878c,3188876,3189397,-
Rv2879c,3189583,3190152,-
Rv2880c,3189851,3190678,-
Rv2881c,3190701,3191621,-
Rv2882c,3191644,3192201,-
Rv2883c,3192373,3193158,-
Rv2884,3193393,3194151,+
Rv2885c,3194166,3195548,-
Rv2886c,3195545,3196432,-
Rv2887,3196431,3196850,+
Rv2888c,3196864,3198285,-
Rv2889c,3198292,3199107,-
Rv2890c,3199119,3199982,-
Rv2891,3200266,3201015,+
Rv2892c,3200794,3202020,-
Rv2893,3202420,3203397,+
Rv2894c,3203394,3204290,-
Rv2895c,3204381,3205232,-
Rv2896c,3205265,3206434,-
Rv2897c,3206431,3207942,-
Rv2898c,3207942,3208328,-
Rv2899c,3208576,3209406,-
Rv2900c,3209406,3211745,-
Rv2901c,3211803,3212108,-
Rv2902c,3212162,3212956,-
Rv2903c,3212970,3213854,-
Rv2904c,3213912,3214253,-
Rv2905,3214628,3215572,+
Rv2906c,3215665,3216357,-
Rv2907c,3216361,3216891,-
Rv2908c,3216905,3217147,-
Rv2909c,3217155,3217643,-
Rv2910c,3217827,3218270,-
Rv2911,3218339,3219214,+
Rv2912c,3219274,3219861,-
Rv2913c,3219863,3221698,-
Rv2914c,3221767,3223524,-
Rv2915c,3223568,3224680,-
Rv2916c,3224708,3226285,-
Rv2917,3226363,3228243,+
Rv2918c,3228254,3230680,-
Rv2919c,3230738,3231076,-
Rv2920c,3231073,3232506,-
Rv2921c,3232871,3234139,-
Rv2922A,3237818,3238099,-
Rv2922c,3234189,3237806,-
Rv2923c,3238086,3238499,-
Rv2924c,3238601,3239470,-
Rv2925c,3239829,3240551,-
Rv2926c,3240548,3241171,-
Rv2927c,3241222,3241959,-
Rv2928,3242198,3242983,+
Rv2929,3242970,3243281,+
Rv2930,3243697,3245448,+
Rv2931,3245445,3251075,+
Rv2932,3251072,3255688,+
Rv2933,3255685,3262251,+
Rv2934,3262248,3267731,+
Rv2935,3267737,3272203,+
Rv2936,3272214,3273209,+
Rv2937,3273206,3274075,+
Rv2938,3274072,3274902,+
Rv2939,3274949,3276217,+
Rv2940c,3276380,3282715,-
Rv2941,3283335,3285077,+
Rv2942,3285070,3287832,+
Rv2943,3288464,3289705,+
Rv2943A,3289705,3290235,+
Rv2944,3289790,3290506,+
Rv2945c,3290624,3291325,-
Rv2946c,3291503,3296353,-
Rv2947c,3296350,3297840,-
Rv2948c,3297837,3299954,-
Rv2949c,3299971,3300570,-
Rv2950c,3300596,3302344,-
Rv2951c,3303103,3304248,-
Rv2952,3304441,3305253,+
Rv2953,3305279,3306535,+
Rv2954c,3306666,3307391,-
Rv2955c,3307580,3308545,-
Rv2956,3308668,3309399,+
Rv2957,3309470,3310297,+
Rv2958c,3310714,3312000,-
Rv2959c,3312101,3312838,-
Rv2960c,3312953,3313201,-
Rv2961,3313283,3313672,+
Rv2962c,3313773,3315122,-
Rv2963,3315236,3316456,+
Rv2964,3316529,3317461,+
Rv2965c,3318330,3318815,-
Rv2966c,3318901,3319467,-
Rv2967c,3319663,3323046,-
Rv2968c,3323071,3323703,-
Rv2969c,3323709,3324476,-
Rv2970A,3325934,3326104,+
Rv2970c,3324573,3325703,-
Rv2971,3326101,3326949,+
Rv2972c,3327023,3327736,-
Rv2973c,3327733,3329946,-
Rv2974c,3329949,3331361,-
Rv2975c,3331358,3331612,-
Rv2976c,3332071,3332754,-
Rv2977c,3332787,3333788,-
Rv2978c,3333785,3335164,-
Rv2979c,3335164,3335748,-
Rv2980,3335960,3336505,+
Rv2981c,3336796,3337917,-
Rv2982c,3337995,3338999,-
Rv2983,3339118,3339762,+
Rv2984,3339854,3342082,+
Rv2985,3342165,3343118,+
Rv2986c,3343176,3343820,-
Rv2987c,3344033,3344629,-
Rv2988c,3344654,3346075,-
Rv2989,3346147,3346848,+
Rv2990c,3346859,3347719,-
Rv2991,3347982,3348473,+
Rv2992c,3348805,3350277,-
Rv2993c,3350274,3350993,-
Rv2994,3351269,3352606,+
Rv2995c,3352458,3353468,-
Rv2996c,3353483,3355069,-
Rv2997,3355099,3356541,+
Rv2998,3356815,3357276,+
Rv2998A,3357225,3357428,-
Rv2999,3357602,3358567,+
Rv3000,3358612,3359271,+
Rv3001c,3359585,3360586,-
Rv3002c,3360624,3361130,-
Rv3003c,3361130,3362986,-
Rv3004,3363348,3363686,+
Rv3005c,3363693,3364532,-
Rv3006,3364709,3365830,+
Rv3007c,3365836,3366450,-
Rv3008,3366644,3367267,+
Rv3009c,3367264,3368793,-
Rv3010c,3368823,3369854,-
Rv3011c,3369950,3371434,-
Rv3012c,3371431,3371730,-
Rv3013,3371815,3372471,+
Rv3014c,3372545,3374620,-
Rv3015c,3374651,3375664,-
Rv3016,3375758,3376387,+
Rv3017c,3376490,3376852,-
Rv3018A,3378329,3378415,-
Rv3018c,3376939,3378243,-
Rv3019c,3378711,3379001,-
Rv3020c,3379036,3379329,-
Rv3021c,3379376,3380452,-
Rv3022A,3380679,3380993,-
Rv3022c,3380440,3380682,-
Rv3023c,3381375,3382622,-
Rv3024c,3382785,3383888,-
Rv3025c,3383885,3385066,-
Rv3026c,3385163,3386077,-
Rv3027c,3386074,3386814,-
Rv3028c,3387075,3388031,-
Rv3029c,3388070,3388870,-
Rv3030,3389101,3389925,+
Rv3031,3389922,3391502,+
Rv3032,3391534,3392778,+
Rv3033,3393380,3393928,+
Rv3034c,3394019,3394921,-
Rv3035,3395379,3396461,+
Rv3036c,3396458,3397141,-
Rv3037c,3397214,3398290,-
Rv3038c,3398425,3399408,-
Rv3039c,3399419,3400183,-
Rv3040c,3400192,3401058,-
Rv3041c,3401055,3401918,-
Rv3042c,3401933,3403162,-
Rv3043c,3403200,3404921,-
Rv3044,3405136,3406215,+
Rv3045,3406285,3407325,+
Rv3046c,3407314,3407688,-
Rv3047c,3408022,3408306,-
Rv3048c,3408404,3409378,-
Rv3049c,3409509,3411083,-
Rv3050c,3411217,3411957,-
Rv3051c,3412085,3414166,-
Rv3052c,3414232,3414684,-
Rv3053c,3414719,3414958,-
Rv3054c,3415435,3415989,-
Rv3055,3416081,3416695,+
Rv3056,3416705,3417745,+
Rv3057c,3417799,3418662,-
Rv3058c,3418726,3419376,-
Rv3059,3419492,3420970,+
Rv3060c,3421741,3423213,-
Rv3061c,3423262,3425427,-
Rv3062,3425584,3427107,+
Rv3063,3427243,3429519,+
Rv3064c,3429825,3430250,-
Rv3065,3430387,3430710,+
Rv3066,3430707,3431315,+
Rv3067,3431428,3431838,+
Rv3068c,3431979,3433622,-
Rv3069,3433692,3434090,+
Rv3070,3434087,3434467,+
Rv3071,3434464,3435573,+
Rv3072c,3435798,3436322,-
Rv3073c,3436329,3436685,-
Rv3074,3436779,3438053,+
Rv3075c,3438050,3438973,-
Rv3076,3439072,3439548,+
Rv3077,3439541,3441352,+
Rv3078,3441353,3441754,+
Rv3079c,3441770,3442597,-
Rv3080c,3442656,3445988,-
Rv3081,3446040,3447278,+
Rv3082c,3447404,3448426,-
Rv3083,3448504,3449991,+
Rv3084,3449997,3450923,+
Rv3085,3450920,3451750,+
Rv3086,3451781,3452887,+
Rv3087,3452925,3454343,+
Rv3088,3454340,3455764,+
Rv3089,3455761,3457272,+
Rv3090,3458211,3459098,+
Rv3091,3459116,3460807,+
Rv3092c,3460814,3461734,-
Rv3093c,3461760,3462764,-
Rv3094c,3462761,3463891,-
Rv3095,3463973,3464449,+
Rv3096,3464547,3465686,+
Rv3097c,3465778,3467091,-
Rv3098c,3467210,3467662,-
Rv3099c,3468413,3469264,-
Rv3100c,3469301,3469783,-
Rv3101c,3469786,3470679,-
Rv3102c,3470680,3471369,-
Rv3103c,3471413,3471850,-
Rv3104c,3471852,3472778,-
Rv3105c,3472768,3473904,-
Rv3106,3474007,3475377,+
Rv3107c,3475378,3476961,-
Rv3108,3477060,3477500,+
Rv3109,3477649,3478728,+
Rv3110,3478779,3479174,+
Rv3111,3479171,3479683,+
Rv3112,3479700,3479951,+
Rv3113,3480074,3480742,+
Rv3114,3480759,3481289,+
Rv3115,3481451,3482698,+
Rv3116,3482776,3483945,+
Rv3117,3483974,3484807,+
Rv3118,3484809,3485111,+
Rv3119,3485132,3485575,+
Rv3120,3485572,3486174,+
Rv3121,3486509,3487711,+
Rv3122,3488089,3488559,+
Rv3123,3488569,3489063,+
Rv3124,3489506,3490375,+
Rv3125c,3490476,3491651,-
Rv3126c,3491808,3492122,-
Rv3127,3492147,3493181,+
Rv3128c,3493168,3494181,-
Rv3129,3494660,3494992,+
Rv3130c,3494975,3496366,-
Rv3131,3496551,3497549,+
Rv3132c,3497529,3499265,-
Rv3133c,3499262,3499915,-
Rv3134c,3499943,3500749,-
Rv3135,3501334,3501732,+
Rv3136,3501794,3502936,+
Rv3137,3503393,3504175,+
Rv3138,3504195,3505283,+
Rv3139,3505363,3506769,+
Rv3140,3506790,3507995,+
Rv3141,3508095,3509066,+
Rv3142c,3509118,3509546,-
Rv3143,3509654,3510055,+
Rv3144c,3510088,3511317,-
Rv3145,3511682,3512068,+
Rv3146,3512077,3512631,+
Rv3147,3512628,3513338,+
Rv3148,3513338,3514660,+
Rv3149,3514657,3515415,+
Rv3150,3515412,3516749,+
Rv3151,3516746,3519166,+
Rv3152,3519282,3520514,+
Rv3153,3520507,3521142,+
Rv3154,3521139,3521927,+
Rv3155,3521924,3522223,+
Rv3156,3522234,3524135,+
Rv3157,3524132,3525793,+
Rv3158,3525790,3527385,+
Rv3159c,3527391,3529163,-
Rv3160c,3529338,3529979,-
Rv3161c,3529990,3531138,-
Rv3162c,3531208,3531645,-
Rv3163c,3531642,3532913,-
Rv3164c,3532943,3533905,-
Rv3165c,3533913,3534395,-
Rv3166c,3534392,3535351,-
Rv3167c,3535431,3536057,-
Rv3168,3536102,3537238,+
Rv3169,3537238,3538362,+
Rv3170,3538505,3539851,+
Rv3171c,3539846,3540745,-
Rv3172c,3540882,3541364,-
Rv3173c,3541443,3542045,-
Rv3174,3542138,3542845,+
Rv3175,3542860,3544347,+
Rv3176c,3544344,3545300,-
Rv3177,3545447,3546307,+
Rv3178,3546438,3546797,+
Rv3179,3547618,3548907,+
Rv3180c,3549254,3549688,-
Rv3181c,3549691,3550143,-
Rv3182,3550374,3550718,+
Rv3183,3550715,3551044,+
Rv3184,3551281,3551607,+
Rv3185,3551604,3552542,+
Rv3186,3552764,3553090,+
Rv3187,3553087,3554025,+
Rv3188,3554298,3554645,+
Rv3189,3554642,3555262,+
Rv3190c,3555422,3556687,-
Rv3191c,3557311,3558345,-
Rv3192,3559563,3560024,+
Rv3193c,3560194,3563172,-
Rv3194c,3563264,3564286,-
Rv3195,3564364,3565782,+
Rv3196,3565788,3566687,+
Rv3196A,3566696,3566896,-
Rv3197,3567024,3568367,+
Rv3197A,3568401,3568679,-
Rv3198A,3571335,3571589,+
Rv3198c,3569109,3571211,-
Rv3199c,3571602,3572543,-
Rv3200c,3572602,3573669,-
Rv3201c,3573731,3577036,-
Rv3202c,3577033,3580200,-
Rv3203,3580638,3581312,+
Rv3204,3581315,3581620,+
Rv3205c,3581627,3582505,-
Rv3206c,3582532,3583710,-
Rv3207c,3583801,3584658,-
Rv3208,3585004,3585690,+
Rv3208A,3585677,3585949,-
Rv3209,3586274,3586834,+
Rv3210c,3586844,3587539,-
Rv3211,3587798,3589381,+
Rv3212,3589394,3590617,+
Rv3213c,3590692,3591492,-
Rv3214,3591646,3592257,+
Rv3215,3592254,3593372,+
Rv3216,3593520,3593852,+
Rv3217c,3593804,3594235,-
Rv3218,3594468,3595433,+
Rv3219,3595713,3595967,+
Rv3220c,3596029,3597534,-
Rv3221A,3598051,3598356,-
Rv3221c,3597551,3597766,-
Rv3222c,3598353,3598904,-
Rv3223c,3598901,3599551,-
Rv3224,3599851,3600699,+
Rv3224A,3600635,3600823,+
Rv3224B,3600801,3601019,+
Rv3225c,3601016,3602440,-
Rv3226c,3602564,3603322,-
Rv3227,3603377,3604729,+
Rv3228,3604726,3605718,+
Rv3229c,3605751,3607034,-
Rv3230c,3607112,3608254,-
Rv3231c,3608364,3608873,-
Rv3232c,3608870,3609757,-
Rv3233c,3609781,3610371,-
Rv3234c,3610374,3611189,-
Rv3235,3611300,3611941,+
Rv3236c,3611959,3613116,-
Rv3237c,3613121,3613603,-
Rv3238c,3613664,3614398,-
Rv3239c,3614457,3617603,-
Rv3240c,3617682,3620531,-
Rv3241c,3620610,3621254,-
Rv3242c,3621570,3622211,-
Rv3243c,3622249,3623091,-
Rv3244c,3623159,3624910,-
Rv3245c,3624910,3626613,-
Rv3246c,3626663,3627349,-
Rv3247c,3627419,3628063,-
Rv3248c,3628160,3629647,-
Rv3249c,3629752,3630387,-
Rv3250c,3630384,3630566,-
Rv3251c,3630571,3630738,-
Rv3252c,3630738,3631988,-
Rv3253c,3632097,3633584,-
Rv3254,3633675,3635063,+
Rv3255c,3635041,3636267,-
Rv3256c,3636275,3637315,-
Rv3257c,3637312,3638709,-
Rv3258c,3638811,3639302,-
Rv3259,3639425,3639844,+
Rv3260c,3639872,3640141,-
Rv3261,3640543,3641538,+
Rv3262,3641535,3642881,+
Rv3263,3643177,3644838,+
Rv3264c,3644898,3645977,-
Rv3265c,3645979,3646884,-
Rv3266c,3646895,3647809,-
Rv3267,3647885,3649381,+
Rv3268,3649420,3650109,+
Rv3269,3650234,3650515,+
Rv3270,3650526,3652682,+
Rv3271c,3652679,3653347,-
Rv3272,3653448,3654632,+
Rv3273,3654637,3656931,+
Rv3274c,3656920,3658089,-
Rv3275c,3658114,3658638,-
Rv3276c,3658635,3659924,-
Rv3277,3659878,3660696,+
Rv3278c,3660651,3661169,-
Rv3279c,3661212,3662012,-
Rv3280,3662062,3663708,+
Rv3281,3663689,3664222,+
Rv3282,3664219,3664887,+
Rv3283,3664928,3665821,+
Rv3284,3665818,3666249,+
Rv3285,3666357,3668159,+
Rv3286c,3668169,3668954,-
Rv3287c,3668951,3669388,-
Rv3288c,3669586,3669999,-
Rv3289c,3670034,3670411,-
Rv3290c,3670445,3671794,-
Rv3291c,3671845,3672297,-
Rv3292,3672328,3673575,+
Rv3293,3673602,3675086,+
Rv3294c,3675186,3675995,-
Rv3295,3676066,3676731,+
Rv3296,3676775,3681316,+
Rv3297,3681320,3682087,+
Rv3298c,3682110,3683024,-
Rv3299c,3683051,3685963,-
Rv3300c,3685983,3686900,-
Rv3301c,3686912,3687577,-
Rv3302c,3687685,3689442,-
Rv3303c,3689457,3690938,-
Rv3304,3691141,3691620,+
Rv3305c,3691639,3692808,-
Rv3306c,3692805,3693989,-
Rv3307,3694054,3694860,+
Rv3308,3694864,3696468,+
Rv3309c,3696470,3697093,-
Rv3310,3697198,3698097,+
Rv3311,3698121,3699383,+
Rv3312A,3700705,3701016,-
Rv3312c,3699404,3700330,-
Rv3313c,3701087,3702184,-
Rv3314c,3702184,3703467,-
Rv3315c,3703464,3703865,-
Rv3316,3704102,3704440,+
Rv3317,3704437,3704871,+
Rv3318,3705000,3706772,+
Rv3319,3706772,3707563,+
Rv3320c,3707642,3708070,-
Rv3321c,3708074,3708316,-
Rv3322c,3708438,3709052,-
Rv3323c,3709049,3709714,-
Rv3324A,3710248,3710379,-
Rv3324c,3709715,3710269,-
Rv3325,3710433,3710759,+
Rv3326,3710756,3711694,+
Rv3327,3711749,3713461,+
Rv3328c,3713394,3714332,-
Rv3329,3714392,3715708,+
Rv3330,3715777,3716994,+
Rv3331,3717090,3718598,+
Rv3332,3718595,3719746,+
Rv3333c,3719937,3720782,-
Rv3334,3721257,3721697,+
Rv3335c,3721731,3722600,-
Rv3336c,3722621,3723631,-
Rv3337,3723656,3724042,+
Rv3338,3723904,3724548,+
Rv3339c,3724615,3725844,-
Rv3340,3726127,3727476,+
Rv3341,3727488,3728627,+
Rv3342,3728624,3729355,+
Rv3343c,3729364,3736935,-
Rv3344c,3736984,3738438,-
Rv3345c,3738158,3742774,-
Rv3346c,3743198,3743455,-
Rv3347c,3743711,3753184,-
Rv3348,3753765,3754256,+
Rv3349c,3754293,3755033,-
Rv3350c,3755952,3767102,-
Rv3351c,3767346,3768140,-
Rv3352c,3768222,3768593,-
Rv3353c,3768736,3768996,-
Rv3354,3769111,3769500,+
Rv3355c,3769514,3769807,-
Rv3356c,3769804,3770649,-
Rv3357,3770773,3771048,+
Rv3358,3771045,3771302,+
Rv3359,3771344,3772534,+
Rv3360,3772651,3773019,+
Rv3361c,3773016,3773567,-
Rv3362c,3773574,3774155,-
Rv3363c,3774136,3774504,-
Rv3364c,3774482,3774874,-
Rv3365c,3774871,3777501,-
Rv3366,3777737,3778201,+
Rv3367,3778568,3780334,+
Rv3368c,3780335,3780979,-
Rv3369,3780978,3781412,+
Rv3370c,3781501,3784776,-
Rv3371,3784932,3786272,+
Rv3372,3786314,3787489,+
Rv3373,3787726,3788367,+
Rv3374,3788368,3788616,+
Rv3375,3788621,3790048,+
Rv3376,3790156,3790809,+
Rv3377c,3790848,3792353,-
Rv3378c,3792358,3793248,-
Rv3379c,3793257,3794867,-
Rv3380c,3795100,3795984,-
Rv3381c,3796035,3796361,-
Rv3382c,3796448,3797437,-
Rv3383c,3797437,3798489,-
Rv3384c,3799243,3799635,-
Rv3385c,3799635,3799943,-
Rv3386,3800092,3800796,+
Rv3387,3800786,3801463,+
Rv3388,3801653,3803848,+
Rv3389c,3803919,3804791,-
Rv3390,3804865,3805575,+
Rv3391,3805621,3807573,+
Rv3392c,3807574,3808437,-
Rv3393,3808461,3809387,+
Rv3394c,3809442,3811025,-
Rv3395A,3811719,3812345,+
Rv3395c,3811022,3811636,-
Rv3396c,3812501,3814078,-
Rv3397c,3814090,3814998,-
Rv3398c,3815027,3816106,-
Rv3399,3816129,3817175,+
Rv3400,3817239,3818027,+
Rv3401,3818042,3820402,+
Rv3402c,3820653,3821891,-
Rv3403c,3822262,3823863,-
Rv3404c,3823880,3824584,-
Rv3405c,3824702,3825268,-
Rv3406,3825330,3826217,+
Rv3407,3826252,3826551,+
Rv3408,3826548,3826958,+
Rv3409c,3826991,3828727,-
Rv3410c,3828783,3829910,-
Rv3411c,3829930,3831519,-
Rv3412,3831726,3832136,+
Rv3413c,3832146,3833045,-
Rv3414c,3833038,3833676,-
Rv3415c,3833694,3834521,-
Rv3416,3834892,3835200,+
Rv3417c,3835272,3836891,-
Rv3418c,3836986,3837288,-
Rv3419c,3837555,3838589,-
Rv3420c,3838586,3839062,-
Rv3421c,3839059,3839694,-
Rv3422c,3839691,3840197,-
Rv3423c,3840194,3841420,-
Rv3424c,3841714,3842076,-
Rv3425,3842239,3842769,+
Rv3426,3843036,3843734,+
Rv3427c,3843885,3844640,-
Rv3428c,3844738,3845970,-
Rv3429,3847165,3847701,+
